Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1998-01-20,46.44846680994359,47.06404890019586,46.20596477438967,47.04539489746094,1744600,0.0,0
1998-01-21,46.61637610883801,46.7842622172732,46.13137179558079,46.46714401245117,1839600,0.0,0
1998-01-22,46.07537078857422,46.4764317083938,45.926138818408795,46.07537078857422,1662600,0.0,0
1998-01-23,46.26193839234191,46.41117045167205,45.55308611052377,45.96347427368164,1693700,0.0,0
1998-01-26,46.18733625481374,46.36454937857009,45.92618007243595,46.150028228759766,1172800,0.0,0
1998-01-27,46.03811133426997,46.89619606740466,46.0101303103634,46.691001892089844,1454500,0.0,0
1998-01-28,46.78422620511168,47.29721114157124,46.69095621666449,47.2319221496582,1181200,0.0,0
1998-01-29,47.19464339219131,47.903495743536475,47.092046341338715,47.399837493896484,1468500,0.0,0
1998-01-30,47.716948728687406,47.716948728687406,47.138674525955075,47.29723358154297,1095600,0.0,0
1998-02-02,48.12735568040132,48.537743984652806,47.99677758359403,48.360530853271484,955600,0.0,0
1998-02-03,48.3511895618811,48.752250740731576,48.1459954703762,48.742923736572266,619400,0.0,0
1998-02-04,48.48176574707031,48.7429218534416,48.23926364829697,48.48176574707031,753200,0.0,0
1998-02-05,48.83616492903721,48.8921269209345,48.192602022218345,48.491065979003906,1067600,0.0,0
1998-02-06,48.649693349154084,49.05075485490823,48.56575024329856,49.01344680786133,1069700,0.0,0
1998-02-09,49.00406780833273,49.09733782700104,48.6123337299258,48.817527770996094,515900,0.0,0
1998-02-10,48.966753980083965,49.750222043765305,48.901464974777184,49.63829803466797,892100,0.0,0
1998-02-11,49.52637402557064,49.77820304603964,49.451758019505746,49.63829803466797,515000,0.0,0
1998-02-12,49.386493196409084,50.20726966501796,49.17197207393176,49.955440521240234,1065000,0.0,0
1998-02-13,49.7502314102398,50.04869549069119,49.64763438258464,49.92744445800781,596700,0.0,0
1998-02-17,50.32850755882973,50.57100963379814,50.07667848097791,50.17927551269531,840600,0.0,0
1998-02-18,50.18859629088702,50.561676359951406,50.04869126498787,50.51504135131836,773000,0.0,0
1998-02-19,50.524433425377154,50.56174148033405,50.0394287109375,50.0394287109375,804800,0.0,0
1998-02-20,50.1886243979313,50.42179957168121,49.73160105738147,50.30987548828125,540600,0.0,0
1998-02-23,50.73887561832055,50.73887561832055,50.12329367148063,50.29117965698242,639200,0.0,0
1998-02-24,50.216599078405466,50.38448518230801,49.862172859055654,50.14198303222656,702700,0.0,0
1998-02-25,50.29120063359447,50.83216681251667,50.18860359966095,50.5523567199707,687400,0.0,0
1998-02-26,50.50568555779413,50.869438417767164,50.38443460446979,50.832130432128906,439800,0.0,0
1998-02-27,50.80419324531569,51.307851485676814,50.67361518299984,51.09333038330078,451300,0.0,0
1998-03-02,51.18660750269151,51.25189654287351,50.90679733048292,51.16795349121094,1062800,0.0,0
1998-03-03,50.86947622698938,51.41044242082242,50.85082222030548,51.40111541748047,596600,0.0,0
1998-03-04,51.11199612769063,51.26122823317294,50.80420491013337,51.056034088134766,691700,0.0,0
1998-03-05,50.4404208685611,50.897443912673424,50.272534852356564,50.608306884765625,778300,0.0,0
1998-03-06,50.79488695105162,51.35450744628906,50.79488695105162,51.35450744628906,933100,0.0,0
1998-03-09,51.11197933880002,51.68092655406769,51.093325331742065,51.26121139526367,685300,0.0,0
1998-03-10,51.55963761613176,51.78348553631757,51.42905966269004,51.76483154296875,563700,0.0,0
1998-03-11,51.895507494608566,52.072720766067505,51.7742563088735,51.93281555175781,406600,0.0,0
1998-03-12,51.89545843340128,51.97007447715887,51.52237821461335,51.86747741699219,576700,0.0,0
1998-03-13,52.0447170436058,52.082025084497275,51.39182632800501,51.429134368896484,458900,0.0,0
1998-03-16,51.67160771497022,52.21257400512695,51.541029644932394,52.21257400512695,733000,0.0,0
1998-03-17,52.10058792057211,52.39905172534445,51.979336999883344,52.38972473144531,499900,0.0,0
1998-03-18,52.287149761608454,52.53897870266508,52.10060980527021,52.52032470703125,410900,0.0,0
1998-03-19,52.5296963542589,52.706909463408564,52.43642629681171,52.66960144042969,730000,0.0,0
1998-03-20,52.865471982638375,53.369130325451096,52.697585868367476,53.21989822387695,754300,0.0,0
1998-03-23,53.23856687200548,53.23856687200548,52.76288941747284,52.818851470947266,551600,0.0,0
1998-03-24,53.10794250920134,53.639581554340864,53.079961506825576,53.387752532958984,470300,0.0,0
1998-03-25,53.76087749389992,53.76087749389992,52.678944497839474,53.052024841308594,966200,0.0,0
1998-03-26,53.03331464571072,53.30379760820203,52.83744767287218,52.90273666381836,412800,0.0,0
1998-03-27,53.33183414987979,53.36914218356281,52.45509535832877,52.688270568847656,584100,0.0,0
1998-03-30,52.69757899271178,52.86546508507794,52.34315279771655,52.622962951660156,562400,0.0,0
1998-03-31,52.809483778890694,53.313141872154574,52.56698173398586,52.641597747802734,620000,0.0,0
1998-04-01,52.744191575871334,53.2478496386648,52.36178452819481,53.089290618896484,373700,0.0,0
1998-04-02,53.07067665483551,53.87279935998768,53.02404161383829,53.816837310791016,440600,0.0,0
1998-04-03,53.87281111797606,54.06867833291331,53.61165483139308,53.779541015625,493300,0.0,0
1998-04-06,54.24582878946433,54.469676776215906,53.92871080823294,53.947364807128906,610500,0.0,0
1998-04-07,53.947385997828576,53.95671300094023,53.27584177378922,53.65824890136719,707300,0.0,0
1998-04-08,53.760821685951235,53.760821685951235,53.02398877249007,53.294471740722656,949500,0.0,0
